Text,Language,Label,Text_rm_rg,Text-rm-emo,Text_rm_sw,stemmed
"@danpfeiffer For $36 MM, maybe he should lead himself to play close to all 82 for the first time in years.  And for those who thought he would opt out to sign a mid-level exception contract for $6.4 MM with the Lakers or anyone else, that was never going to happen. No way Kyrie gives up $30MM",en,litigious," For $36 MM, maybe he should lead himself to play close to all 82 for the first time in years.  And for those who thought he would opt out to sign a mid-level exception contract for $6.4 MM with the Lakers or anyone else, that was never going to happen. No way Kyrie gives up $30MM"," For $36 MM, maybe he should lead himself to play close to all 82 for the first time in years.  And for those who thought he would opt out to sign a mid-level exception contract for $6.4 MM with the Lakers or anyone else, that was never going to happen. No way Kyrie gives up $30MM","For $36 MM, maybe lead play close 82 first time years. And thought would opt sign mid-level exception contract $6.4 MM Lakers anyone else, never going happen. No way Kyrie gives $30MM","for $36 mm, mayb lead play close 82 first time years. and thought would opt sign mid-level except contract $6.4 mm laker anyon else, never go happen. no way kyri give $30mm"
My grandma always told me seeing a butterfly was a hello from a lost loved one,en,negative,My grandma always told me seeing a butterfly was a hello from a lost loved one,My grandma always told me seeing a butterfly was a hello from a lost loved one,My grandma always told seeing butterfly hello lost loved one,my grandma alway told see butterfli hello lost love one
"@xxxBJFrazier @TTBanks5 @Ltward2 @TaiGrice @wesstein @DaisyCatNine @DeeKeymel @janniaragon @StarsandSpace @drlawrencekindo @mssakshinarula @JDGreysonwrites @MatthewTPritt @N8_IsWriting @AuthorWoodroe @nerdyOme @ForgottenAstro2 @Alex_Micati @bridansmom @Chrissy_Clarke @CornerWriting @lyv0n @hodsdon_k @jaylynnwatkins1 @AuthorRidge @AstralWarriorVT @d_ast777 @sweetiepiesnow @SandyGilchrist_ @HLNida2 @MaggieGilewicz @Wordsmith66 @DellOlioMario @LaPetiteWolfe @BasicButchDotCa @dreamer984 @Aaaamberr2255 @MelaJRose @HABlackwood7 @wordrefiner @CroftWriting @DavidMiddleham @nikki_twisted @BlakeCopas @EndlesslyArous1 @BambiSommers1 @wlwo51 Thanks so much, BJ! I think I'm vaguely off somewhere in this thread. On a different thread. If you know what I mean. 🤔🧐😳🥴❤️😘",en,uncertainty,"                                               Thanks so much, BJ! I think I'm vaguely off somewhere in this thread. On a different thread. If you know what I mean. 🤔🧐😳🥴❤️😘","                                               Thanks so much, BJ! I think I'm vaguely off somewhere in this thread. On a different thread. If you know what I mean.  thinking_face  face_with_monocle  flushed_face  woozy_face  red_heart ️ face_blowing_a_kiss ","Thanks much, BJ! I think I'm vaguely somewhere thread. On different thread. If know I mean. thinking_face face_with_monocle flushed_face woozy_face red_heart ️ face_blowing_a_kiss","thank much, bj! i think i'm vagu somewher thread. on differ thread. if know i mean. thinking_fac face_with_monocl flushed_fac woozy_fac red_heart ️ face_blowing_a_kiss"
"@iFLEEZUS @aSavageJoker I cant get the graph without subscribing to pff, and I'm not doing that. Maybe someone else has a subscription and could put the comparison info up here? https://t.co/tn1G8ZW87B",en,uncertainty,"  I cant get the graph without subscribing to pff, and I'm not doing that. Maybe someone else has a subscription and could put the comparison info up here? ","  I cant get the graph without subscribing to pff, and I'm not doing that. Maybe someone else has a subscription and could put the comparison info up here? ","I cant get graph without subscribing pff, I'm that. Maybe someone else subscription could put comparison info here?","i cant get graph without subscrib pff, i'm that. mayb someon els subscript could put comparison info here?"
"Do I need to do legal due diligence when buying a business? [case studies]
https://t.co/nUhWWaq7xC",en,litigious,Do I need to do legal due diligence when buying a business? [case studies],Do I need to do legal due diligence when buying a business? [case studies],Do I need legal due diligence buying business? [case studies],do i need legal due dilig buy business? [case studies]
".@APTNNews @CBCIndigenous 
native legal win #337 re #D2C 

Province sent 'one short email' 
to just 2 FNs

“The absence of any such notification and consultation in my view constitutes a breach of Manitoba’s obligation and is not in accordance with the honour of the Crown,” (CJ)",en,litigious,".  native legal win 337 re D2C Province sent 'one short email' to just 2 FNs“The absence of any such notification and consultation in my view constitutes a breach of Manitoba’s obligation and is not in accordance with the honour of the Crown,” (CJ)",".  native legal win 337 re D2C Province sent 'one short email' to just 2 FNs“The absence of any such notification and consultation in my view constitutes a breach of Manitoba’s obligation and is not in accordance with the honour of the Crown,” (CJ)",". native legal win 337 D2C Province sent 'one short email' 2 FNs“The absence notification consultation view constitutes breach Manitoba’s obligation accordance honour Crown,” (CJ)",". nativ legal win 337 d2c provinc sent 'one short email' 2 fns“the absenc notif consult view constitut breach manitoba’ oblig accord honour crown,” (cj)"
"sandman even, poor him",en,negative,"sandman even, poor him","sandman even, poor him","sandman even, poor","sandman even, poor"
"ACCIDENT - NON INJURY at SE 111TH AVE / SE DIVISION ST, PORT [Portland Police #PP22000171887] 22:51 #pdx911",en,negative,"ACCIDENT - NON INJURY at SE 111TH AVE / SE DIVISION ST, PORT [Portland Police PP22000171887] 22:51 pdx911","ACCIDENT - NON INJURY at SE 111TH AVE / SE DIVISION ST, PORT [Portland Police PP22000171887] 22:51 pdx911","ACCIDENT - NON INJURY SE 111TH AVE / SE DIVISION ST, PORT [Portland Police PP22000171887] 22:51 pdx911","accid - non injuri se 111th ave / se divis st, port [portland polic pp22000171887] 22:51 pdx911"
yeah I’m excited for the new minions movie but PUS AND BOOTS 2,en,positive,yeah I’m excited for the new minions movie but PUS AND BOOTS 2,yeah I’m excited for the new minions movie but PUS AND BOOTS 2,yeah I’m excited new minions movie PUS AND BOOTS 2,yeah i’m excit new minion movi pu and boot 2
Trying to buy a house is probably one of the most stressful experiences I’ve had lately. Banks are wankers!,en,uncertainty,Trying to buy a house is probably one of the most stressful experiences I’ve had lately. Banks are wankers!,Trying to buy a house is probably one of the most stressful experiences I’ve had lately. Banks are wankers!,Trying buy house probably one stressful experiences I’ve lately. Banks wankers!,tri buy hous probabl one stress experi i’v lately. bank wankers!
@PrimetimeBall_ @IAABOBoard60 This camp brings out the best of everyone! So amazing ❤️,en,positive,  This camp brings out the best of everyone! So amazing ❤️,  This camp brings out the best of everyone! So amazing  red_heart ️,This camp brings best everyone! So amazing red_heart ️,thi camp bring best everyone! so amaz red_heart ️
"@FTravellin @LBbz1991 @sentrumstronder @SpikeDDuck @eike75 @boyle_kimberly @ThatUmbrella Read my original question. I didn't say she was denying TMZ had the copyright.

I said she didn't know if TMZ owned the copyright.",en,negative,       Read my original question. I didn't say she was denying TMZ had the copyright.I said she didn't know if TMZ owned the copyright.,       Read my original question. I didn't say she was denying TMZ had the copyright.I said she didn't know if TMZ owned the copyright.,Read original question. I say denying TMZ copyright.I said know TMZ owned copyright.,read origin question. i say deni tmz copyright.i said know tmz own copyright.
One of the best https://t.co/TdPtnAgGxg,en,positive,One of the best ,One of the best ,One best,one best
Mike Bloomberg might have trouble with the shaking hands and kissing babies part of the job if this is how he greets a dog ... https://t.co/kY29TkmBuk,en,uncertainty,Mike Bloomberg might have trouble with the shaking hands and kissing babies part of the job if this is how he greets a dog ... ,Mike Bloomberg might have trouble with the shaking hands and kissing babies part of the job if this is how he greets a dog ... ,Mike Bloomberg might trouble shaking hands kissing babies part job greets dog ...,mike bloomberg might troubl shake hand kiss babi part job greet dog ...
